order_id,symbol,side,open_type,price,volume,pnl,fee,timestamp,status,pos_id,avg_price
3682526,SOLUSDT,sell,2,128.28818524,0.53333333,0.688,0.01368427,1766418967560,filled,1808368,128.29
3682559,SOLUSDT,buy,1,127.94608341,0.53333333,0.0,0.013647,1766419378777,filled,1808368,127.94
3682575,SOLUSDT,buy,1,127.60489385,0.53333333,0.0,0.013611,1766419508531,filled,1808368,127.57
3682651,SOLUSDT,buy,1,127.26461413,0.53333333,0.0,0.013574,1766421164749,filled,1808368,127.23
3682687,SOLUSDT,buy,1,126.92524183,0.53333333,0.0,0.013538,1766422140739,filled,1808368,126.92
3682715,SOLUSDT,buy,1,126.58677452,0.53333333,0.0,0.013502,1766423110376,filled,1808368,126.58
3682725,SOLUSDT,sell,2,126.92433925,0.53333333,-0.096,0.0135392,1766423412110,filled,1808368,126.93
3682737,SOLUSDT,buy,1,126.58587435,0.53333333,0.0,0.013502,1766423906535,filled,1808368,126.58
3682788,SOLUSDT,sell,2,126.92343668,0.53333333,-0.05866667,0.0135424,1766427019212,filled,1808368,126.96
3682804,SOLUSDT,buy,1,126.58497418,0.53333333,0.0,0.013502,1766427353956,filled,1808368,126.57
3682816,SOLUSDT,sell,2,126.92253411,0.53333333,-0.04266667,0.01354133,1766427664645,filled,1808368,126.95
3682824,SOLUSDT,sell,2,127.2609942,0.53333333,0.14933333,0.01357973,1766428204706,filled,1808368,127.31
3682829,SOLUSDT,buy,1,126.92163155,0.53333333,0.0,0.013538,1766428887335,filled,1808368,126.9
3682838,SOLUSDT,buy,1,126.58317387,0.53333333,0.0,0.013502,1766429482437,filled,1808368,126.58
3682840,SOLUSDT,buy,1,126.24561874,0.53333333,0.0,0.013466,1766429903598,filled,1808368,126.18
3682845,SOLUSDT,buy,1,125.90896376,0.53333333,0.0,0.01343,1766430132299,filled,1808368,125.83
3682847,SOLUSDT,buy,1,125.57320652,0.53333333,0.0,0.013394,1766430304355,filled,1808368,125.56
3682855,SOLUSDT,buy,1,125.23834464,0.53333333,0.0,0.013358,1766431548052,filled,1808368,125.23
3682862,SOLUSDT,buy,1,124.90437572,0.53333333,0.0,0.013323,1766431888244,filled,1808368,124.9
3682867,SOLUSDT,sell,2,125.23745406,0.53333333,-0.704,0.01335893,1766432105488,filled,1808368,125.24
3682870,SOLUSDT,buy,1,124.90348752,0.53333333,0.0,0.013323,1766432260822,filled,1808368,124.89
3682902,SOLUSDT,buy,1,124.57041155,0.53333333,0.0,0.013287,1766432946056,filled,1808368,124.56
3683040,SOLUSDT,sell,2,124.90259931,0.53333333,-0.77333333,0.01332373,1766433603067,filled,1808368,124.91
3683084,SOLUSDT,buy,1,124.56952571,0.53333333,0.0,0.013287,1766433793937,filled,1808368,124.53
3683178,SOLUSDT,buy,1,124.23734031,0.53333333,0.0,0.013251,1766434617084,filled,1808368,124.14
3683181,SOLUSDT,sell,2,124.56863988,0.53333333,-0.84266666,0.01328747,1766434659875,filled,1808368,124.57
3683183,SOLUSDT,sell,2,124.90082292,0.53333333,-0.656,0.0133248,1766434801009,filled,1808368,124.92
3683195,SOLUSDT,buy,1,124.56775406,0.53333333,0.0,0.013287,1766436365359,filled,1808368,124.55
3683198,SOLUSDT,sell,2,124.89993474,0.53333333,-0.624,0.01332267,1766436615484,filled,1808368,124.9
3683203,SOLUSDT,sell,2,125.23300123,0.53333333,-0.44266666,0.01335893,1766438929276,filled,1808368,125.24
3683205,SOLUSDT,buy,1,124.89904656,0.53333333,0.0,0.013322,1766439543257,filled,1808368,124.88
3683218,SOLUSDT,sell,2,125.23211068,0.53333333,-0.40533333,0.01335893,1766440317475,filled,1808368,125.24
3683238,SOLUSDT,sell,2,125.56606298,0.53333333,-0.21866667,0.01339627,1766441603071,filled,1808368,125.59
3683241,SOLUSDT,buy,1,125.23122015,0.53333333,0.0,0.013357,1766442022834,filled,1808368,125.23
3683252,SOLUSDT,sell,2,125.56517007,0.53333333,-0.20266667,0.0133952,1766443745478,filled,1808368,125.58
3683255,SOLUSDT,sell,2,125.90001052,0.53333333,-0.02133333,0.01343147,1766443917077,filled,1808368,125.92
3683256,SOLUSDT,buy,1,125.56427716,0.53333333,0.0,0.013393,1766443989400,filled,1808368,125.56
3683263,SOLUSDT,sell,2,125.89911523,0.53333333,-0.02133333,0.01342933,1766444522294,filled,1808368,125.9
3683310,SOLUSDT,sell,2,126.2348462,0.53333333,0.16,0.0134656,1766448166953,filled,1808368,126.24
3683325,SOLUSDT,sell,2,126.57147246,0.53333333,0.34133333,0.01350187,1766449711343,filled,1808368,126.58
3683339,SOLUSDT,buy,1,126.23394853,0.53333333,0.0,0.013464,1766451263453,filled,1808368,126.22
3683408,SOLUSDT,buy,1,125.89732467,0.53333333,0.0,0.013429,1766453683174,filled,1808368,125.89
3683411,SOLUSDT,sell,2,126.23305087,0.53333333,0.15466667,0.01346667,1766454007044,filled,1808368,126.25
3683412,SOLUSDT,buy,1,125.8964294,0.53333333,0.0,0.013428,1766454612035,filled,1808368,125.89
3683419,SOLUSDT,sell,2,126.23215321,0.53333333,0.14933333,0.0134656,1766455336097,filled,1808368,126.24
3683422,SOLUSDT,buy,1,125.89553413,0.53333333,0.0,0.013428,1766455678704,filled,1808368,125.89
3683430,SOLUSDT,buy,1,125.55981271,0.53333333,0.0,0.013393,1766457576265,filled,1808368,125.55
3683440,SOLUSDT,buy,1,125.22498654,0.53333333,0.0,0.013357,1766457947166,filled,1808368,125.15
3683455,SOLUSDT,buy,1,124.89105324,0.53333333,0.0,0.013321,1766459206521,filled,1808368,124.85
3683460,SOLUSDT,sell,2,125.22409605,0.53333333,-0.304,0.01336,1766459245279,filled,1808368,125.25
3683462,SOLUSDT,sell,2,125.55802697,0.53333333,-0.13333333,0.01339413,1766459373331,filled,1808368,125.57
3683470,SOLUSDT,sell,2,125.89284838,0.53333333,0.05866667,0.01343253,1766459761260,filled,1808368,125.93
3683489,SOLUSDT,buy,1,125.55713412,0.53333333,0.0,0.013392,1766461203056,filled,1808368,125.53
3683500,SOLUSDT,sell,2,125.89195314,0.53333333,0.048,0.01342933,1766462406922,filled,1808368,125.9
3683508,SOLUSDT,buy,1,125.55624126,0.53333333,0.0,0.013392,1766463015171,filled,1808368,125.55
3683514,SOLUSDT,buy,1,125.22142462,0.53333333,0.0,0.013356,1766464325767,filled,1808368,125.22
3683548,SOLUSDT,buy,1,124.88750082,0.53333333,0.0,0.013321,1766466299392,filled,1808368,124.71
3683566,SOLUSDT,buy,1,124.55446748,0.53333333,0.0,0.013285,1766467985214,filled,1808368,124.54
3683572,SOLUSDT,sell,2,124.88661273,0.53333333,-0.39466666,0.01332267,1766468077449,filled,1808368,124.9
3683578,SOLUSDT,buy,1,124.55358176,0.53333333,0.0,0.013285,1766468191618,filled,1808368,124.54
3683615,SOLUSDT,buy,1,124.22143888,0.53333333,0.0,0.01325,1766470645788,filled,1808368,124.21
3683634,SOLUSDT,buy,1,123.89018171,0.53333333,0.0,0.013214,1766471079349,filled,1808368,123.86
3683707,SOLUSDT,sell,2,124.22055553,0.53333333,-0.63466666,0.01325227,1766473937157,filled,1808368,124.24
3683711,SOLUSDT,sell,2,124.55181034,0.53333333,-0.464,0.0132864,1766474554376,filled,1808368,124.56
3683767,SOLUSDT,buy,1,124.21967218,0.53333333,0.0,0.01325,1766477876208,filled,1808368,124.21
3683770,SOLUSDT,buy,1,123.88841972,0.53333333,0.0,0.013214,1766479602056,filled,1808368,123.88
3683815,SOLUSDT,sell,2,124.21878884,0.53333333,-0.56533333,0.01325227,1766481670354,filled,1808368,124.24
3683842,SOLUSDT,sell,2,124.55003894,0.53333333,-0.39466666,0.0132864,1766482209903,filled,1808368,124.56
3683941,SOLUSDT,sell,2,124.88217238,0.53333333,-0.21866667,0.0133216,1766486476253,filled,1808368,124.89
3683966,SOLUSDT,buy,1,124.54915325,0.53333333,0.0,0.013285,1766487928165,filled,1808368,124.54
3684077,SOLUSDT,buy,1,124.21702217,0.53333333,0.0,0.013249,1766491350093,filled,1808368,124.2
3684100,SOLUSDT,buy,1,123.88577678,0.53333333,0.0,0.013214,1766492276191,filled,1808368,123.88
3684105,SOLUSDT,sell,2,124.21613885,0.53333333,-0.49066666,0.01325013,1766492515777,filled,1808368,124.22
3684107,SOLUSDT,buy,1,123.88489581,0.53333333,0.0,0.013214,1766492659913,filled,1808368,123.76
3684154,SOLUSDT,buy,1,123.55453609,0.53333333,0.0,0.013179,1766496986308,filled,1808368,123.21
3684156,SOLUSDT,buy,1,123.21,0.53333333,0.0,0.02957,1766496994635,filled,1808368,123.21
3684160,SOLUSDT,sell,2,123.53856,0.53333333,-0.72,0.01317973,1766496998821,filled,1808368,123.56
3684176,SOLUSDT,buy,1,123.20912384,0.53333333,0.0,0.013142,1766497388547,filled,1808368,123.19
3684207,SOLUSDT,sell,2,123.5376815,0.53333333,-0.69333333,0.0131776,1766497880306,filled,1808368,123.54
3684222,SOLUSDT,buy,1,123.20824768,0.53333333,0.0,0.013142,1766499034541,filled,1808368,123.15
3684233,SOLUSDT,buy,1,122.87969235,0.53333333,0.0,0.013107,1766499412144,filled,1808368,122.71
3684237,SOLUSDT,sell,2,123.20737153,0.53333333,-0.784,0.0131424,1766499465077,filled,1808368,123.21
3684262,SOLUSDT,buy,1,122.87881854,0.53333333,0.0,0.013107,1766500263774,filled,1808368,122.84
3684274,SOLUSDT,sell,2,123.20649539,0.53333333,-0.736,0.01314347,1766500402579,filled,1808368,123.22
3684281,SOLUSDT,buy,1,122.87794474,0.53333333,0.0,0.013106,1766500452829,filled,1808368,122.87
3684304,SOLUSDT,buy,1,122.55027022,0.53333333,0.0,0.013072,1766500555691,filled,1808368,122.53
3684318,SOLUSDT,sell,2,122.87707094,0.53333333,-0.8,0.01311467,1766500722648,filled,1808368,122.95
3684327,SOLUSDT,buy,1,122.54939875,0.53333333,0.0,0.013071,1766500808604,filled,1808368,122.51
3684390,SOLUSDT,buy,1,122.22260035,0.53333333,0.0,0.013037,1766501666073,filled,1808368,122.2
3684401,SOLUSDT,sell,2,122.22173121,0.53333333,-1.08266666,0.01304107,1766501735006,filled,1808368,122.26
3684403,SOLUSDT,sell,2,122.2,0.53333333,-1.11466666,0.029327,1766501745386,filled,1808368,122.2
3684405,SOLUSDT,sell,2,122.52586667,0.53333333,-0.93333333,0.01307093,1766501751311,filled,1808368,122.54
3684424,SOLUSDT,sell,2,122.85260231,0.53333333,-0.752,0.0131072,1766501887109,filled,1808368,122.88
3684506,SOLUSDT,buy,1,122.52499537,0.53333333,0.0,0.013069,1766502414341,filled,1808368,122.52
3684520,SOLUSDT,sell,2,122.85172869,0.53333333,-0.72,0.01310507,1766502512291,filled,1808368,122.86
3684527,SOLUSDT,buy,1,122.52412408,0.53333333,0.0,0.013069,1766502634105,filled,1808368,122.52
3684541,SOLUSDT,sell,2,122.85085508,0.53333333,-0.68266666,0.01310507,1766502738473,filled,1808368,122.86
3684553,SOLUSDT,sell,2,123.17845736,0.53333333,-0.50666666,0.01314027,1766502919064,filled,1808368,123.19
3684563,SOLUSDT,buy,1,122.84998147,0.53333333,0.0,0.013103,1766503021964,filled,1808368,122.84
3684610,SOLUSDT,sell,2,123.17758142,0.53333333,-0.48,0.0131392,1766503599789,filled,1808368,123.18
3684679,SOLUSDT,buy,1,122.84910787,0.53333333,0.0,0.013103,1766504421603,filled,1808368,122.83
3684701,SOLUSDT,sell,2,123.17670549,0.53333333,-0.45333333,0.0131392,1766504814976,filled,1808368,123.18
3684729,SOLUSDT,sell,2,123.5051767,0.53333333,-0.27733333,0.0131744,1766505139295,filled,1808368,123.51
3684764,SOLUSDT,sell,2,123.83452384,0.53333333,-0.09066667,0.01321173,1766505814689,filled,1808368,123.86
3684768,SOLUSDT,buy,1,123.50429844,0.53333333,0.0,0.013173,1766505840473,filled,1808368,123.43
3684784,SOLUSDT,sell,2,123.83364324,0.53333333,-0.07466667,0.01321173,1766505960452,filled,1808368,123.86
3685076,SOLUSDT,sell,2,124.33,0.53333333,0.176,0.029839,1766509925336,filled,1808368,124.33
3685187,SOLUSDT,buy,1,123.85,0.53333333,0.0,0.029723,1766511986287,filled,1808368,123.85
3685291,SOLUSDT,buy,1,123.39,0.53333333,0.0,0.029613,1766514503958,filled,1808368,123.39
3685295,SOLUSDT,sell,2,123.71904,0.53333333,-0.128,0.0131968,1766514507295,filled,1808368,123.72
3685328,SOLUSDT,sell,2,124.16,0.53333333,0.10666667,0.029798,1766516619193,filled,1808368,124.16
3685335,SOLUSDT,buy,1,123.82890667,0.53333333,0.0,0.013208,1766517098417,filled,1808368,123.8
3685341,SOLUSDT,buy,1,123.49869625,0.53333333,0.0,0.013173,1766518091990,filled,1808368,123.49
3685367,SOLUSDT,sell,2,123.82802611,0.53333333,-0.048,0.0132096,1766520769498,filled,1808368,123.84
3685387,SOLUSDT,sell,2,125.21,0.53333333,0.68266666,0.03005,1766522716742,filled,1808368,125.21
3685388,SOLUSDT,buy,1,124.87610667,0.53333333,0.0,0.01332,1766522719448,filled,1808368,124.87
3685389,SOLUSDT,sell,2,125.54389333,0.53333333,0.86933333,0.01339307,1766522719708,filled,1808368,125.56
3685400,SOLUSDT,buy,1,124.17,0.53333333,0.0,0.0298,1766524420719,filled,1808368,124.17
3685403,SOLUSDT,sell,2,124.50112,0.53333333,0.272,0.01328107,1766524424439,filled,1808368,124.51
3685409,SOLUSDT,buy,1,124.16911701,0.53333333,0.0,0.013244,1766526488254,filled,1808368,124.16
3685413,SOLUSDT,buy,1,123.83799936,0.53333333,0.0,0.013209,1766528080965,filled,1808368,123.81
3685422,SOLUSDT,buy,1,123.5077647,0.53333333,0.0,0.013174,1766531013462,filled,1808368,123.5
3685427,SOLUSDT,sell,2,123.83711874,0.53333333,-0.07466667,0.0132096,1766532112417,filled,1808368,123.84
3685431,SOLUSDT,sell,2,124.16735106,0.53333333,0.10133333,0.0132448,1766532659858,filled,1808368,124.17
3685448,SOLUSDT,buy,1,123.83623812,0.53333333,0.0,0.013209,1766534466756,filled,1808368,123.83
3685456,SOLUSDT,buy,1,123.50600815,0.53333333,0.0,0.013173,1766535083832,filled,1808368,123.5
3685541,SOLUSDT,buy,1,123.17665879,0.53333333,0.0,0.013138,1766539806998,filled,1808368,123.17
3685553,SOLUSDT,buy,1,122.8481877,0.53333333,0.0,0.013103,1766540530438,filled,1808368,122.83
3685563,SOLUSDT,buy,1,122.52059253,0.53333333,0.0,0.013068,1766541785572,filled,1808368,122.52
3685570,SOLUSDT,buy,1,122.19387095,0.53333333,0.0,0.013034,1766542189281,filled,1808368,122.19
3685592,SOLUSDT,buy,1,121.86802063,0.53333333,0.0,0.012999,1766544220378,filled,1808368,121.75
3685598,SOLUSDT,sell,2,122.19300202,0.53333333,-0.77333333,0.01303573,1766544248861,filled,1808368,122.21
3685612,SOLUSDT,buy,1,121.86715401,0.53333333,0.0,0.012999,1766544663142,filled,1808368,121.85
3685620,SOLUSDT,sell,2,121.84,0.53333333,-0.93333333,0.029241,1766545337320,filled,1808368,121.84
3685622,SOLUSDT,sell,2,122.16490667,0.53333333,-0.75733333,0.01303147,1766545339792,filled,1808368,122.17
3685631,SOLUSDT,sell,2,122.49067975,0.53333333,-0.58133333,0.01306667,1766546470508,filled,1808368,122.5
3685651,SOLUSDT,sell,2,122.81732156,0.53333333,-0.41066666,0.0131008,1766547459199,filled,1808368,122.82
3685692,SOLUSDT,buy,1,122.4898087,0.53333333,0.0,0.013065,1766549328509,filled,1808368,122.47
3685697,SOLUSDT,buy,1,122.16316921,0.53333333,0.0,0.01303,1766549715451,filled,1808368,122.16
3685699,SOLUSDT,buy,1,121.83740076,0.53333333,0.0,0.012995,1766549791322,filled,1808368,121.82
3685705,SOLUSDT,buy,1,121.51250102,0.53333333,0.0,0.012961,1766550731992,filled,1808368,121.51
3685710,SOLUSDT,sell,2,121.52,0.53333333,-0.97066666,0.029164,1766551865180,filled,1808368,121.52
3685713,SOLUSDT,sell,2,121.47,0.53333333,-0.99733333,0.029152,1766551871832,filled,1808368,121.47
3685715,SOLUSDT,sell,2,121.79392,0.53333333,-0.82133333,0.012992,1766551874836,filled,1808368,121.8
3685717,SOLUSDT,buy,1,121.46913621,0.53333333,0.0,0.012956,1766552840951,filled,1808368,121.4
3685724,SOLUSDT,buy,1,121.14521851,0.53333333,0.0,0.012922,1766554149316,filled,1808368,121.14
3685734,SOLUSDT,sell,2,121.15,0.53333333,-1.07733333,0.029075,1766555182556,filled,1808368,121.15
3685737,SOLUSDT,sell,2,121.11,0.53333333,-1.09866666,0.029066,1766555189244,filled,1808368,121.11
3685739,SOLUSDT,sell,2,121.43296,0.53333333,-0.91199999,0.01295573,1766555191883,filled,1808368,121.46
3685742,SOLUSDT,buy,1,121.10913877,0.53333333,0.0,0.012918,1766555392524,filled,1808368,121.09
3685762,SOLUSDT,buy,1,120.78618107,0.53333333,0.0,0.012883,1766556351647,filled,1808368,120.67
3685771,SOLUSDT,sell,2,120.68,0.53333333,-1.22666666,0.028963,1766556444313,filled,1808368,120.68
3685773,SOLUSDT,sell,2,121.00181333,0.53333333,-1.04533333,0.0129088,1766556446997,filled,1808368,121.02
3685790,SOLUSDT,sell,2,121.32448483,0.53333333,-0.87999999,0.01294187,1766557320449,filled,1808368,121.33
3685820,SOLUSDT,sell,2,121.64801679,0.53333333,-0.70933333,0.012976,1766558687625,filled,1808368,121.65
3685844,SOLUSDT,buy,1,121.32362208,0.53333333,0.0,0.012941,1766559813828,filled,1808368,121.31
3685863,SOLUSDT,sell,2,121.64715174,0.53333333,-0.65066666,0.0129792,1766561516847,filled,1808368,121.68
3685878,SOLUSDT,buy,1,121.32275934,0.53333333,0.0,0.012941,1766561895345,filled,1808368,121.32
3685942,SOLUSDT,sell,2,121.63349333,0.53333333,-0.63466666,0.01297493,1766564586447,filled,1808368,121.64
3685981,SOLUSDT,buy,1,121.30913735,0.53333333,0.0,0.012939,1766567014320,filled,1808368,121.27
3686010,SOLUSDT,sell,2,121.63262838,0.53333333,-0.58133333,0.01297813,1766567948244,filled,1808368,121.67
3686048,SOLUSDT,sell,2,121.95698206,0.53333333,-0.42666666,0.01300907,1766570995142,filled,1808368,121.96
3686085,SOLUSDT,sell,2,122.28220068,0.53333333,-0.224,0.0130496,1766572355173,filled,1808368,122.34
3686216,SOLUSDT,buy,1,121.95611481,0.53333333,0.0,0.013008,1766578623021,filled,1808368,121.95
3686225,SOLUSDT,sell,2,122.28133112,0.53333333,-0.21866667,0.0130464,1766579625175,filled,1808368,122.31
3686236,SOLUSDT,buy,1,121.95524757,0.53333333,0.0,0.013008,1766580869529,filled,1808368,121.89
3686274,SOLUSDT,buy,1,121.58490667,0.53333333,0.0,0.012969,1766583590742,filled,1808368,121.58
3686313,SOLUSDT,buy,1,121.26068025,0.53333333,0.0,0.012934,1766586724535,filled,1808368,121.21
3686349,SOLUSDT,buy,1,120.93731844,0.53333333,0.0,0.012899,1766587003943,filled,1808368,120.87
3686364,SOLUSDT,sell,2,120.75,0.53333333,-0.91733333,0.028979,1766587095903,filled,1808368,120.75
3686366,SOLUSDT,sell,2,121.072,0.53333333,-0.74133333,0.0129152,1766587099220,filled,1808368,121.08
3686378,SOLUSDT,sell,2,121.39485867,0.53333333,-0.54933333,0.0129536,1766587200228,filled,1808368,121.44
3686385,SOLUSDT,sell,2,121.71857829,0.53333333,-0.384,0.01298667,1766587234396,filled,1808368,121.75
3686395,SOLUSDT,buy,1,121.39399541,0.53333333,0.0,0.012948,1766587355024,filled,1808368,121.38
3686429,SOLUSDT,sell,2,121.71771273,0.53333333,-0.336,0.01298987,1766587592042,filled,1808368,121.78
